customer_id,first_name,last_name,email,active,create_date,amount,payment_date,film_id,title,rental_duration,replacement_cost,rating,store_id,rental_date,return_date
236,Marcia,Dean,marcia.dean@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 08:36:14.996577,49,Badman Dawn,6,22.99,R,2,2005-06-15 10:07:48,2005-06-24 15:24:48
200,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 08:39:15.996577,512,League Hellfighters,5,25.99,PG-13,2,2005-06-15 10:10:49,2005-06-16 12:44:49
27,Shirley,Allen,shirley.allen@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 08:40:08.996577,444,Hustler Party,3,22.99,NC-17,2,2005-06-15 10:11:42,2005-06-16 15:00:42
448,Miguel,Betancourt,miguel.betancourt@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 08:47:00.996577,361,Gleaming Jawbreaker,5,25.99,NC-17,2,2005-06-15 10:18:34,2005-06-23 06:25:34
538,Ted,Breaux,ted.breaux@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 08:50:11.996577,300,Falcon Volume,5,21.99,PG-13,1,2005-06-15 10:21:45,2005-06-21 14:10:45
405,Leonard,Schofield,leonard.schofield@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 08:51:34.996577,842,State Wasteland,4,13.99,NC-17,1,2005-06-15 10:23:08,2005-06-21 15:06:08
138,Hazel,Warren,hazel.warren@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 08:54:49.996577,850,Story Side,7,27.99,R,1,2005-06-15 10:26:23,2005-06-21 09:25:23
190,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 09:07:31.996577,936,Vanishing Rocky,3,21.99,NC-17,2,2005-06-15 10:39:05,2005-06-18 05:25:05
84,Sara,Perry,sara.perry@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 09:10:39.996577,979,Witches Panic,6,10.99,NC-17,2,2005-06-15 10:42:13,2005-06-17 13:44:13
204,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 09:17:43.996577,770,Scissorhands Slums,5,13.99,G,2,2005-06-15 10:49:17,2005-06-16 15:30:17
217,Agnes,Bishop,agnes.bishop@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 09:23:35.996577,450,Idols Snatchers,5,29.99,NC-17,2,2005-06-15 10:55:09,2005-06-18 15:14:09
187,Brittany,Riley,brittany.riley@sakilacustomer.org,1,2006-02-14,6.99,2007-02-15 09:23:43.996577,721,Reds Pocus,7,23.99,PG-13,1,2005-06-15 10:55:17,2005-06-24 09:51:17
394,Chris,Brothers,chris.brothers@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 09:31:11.996577,167,Coma Head,6,10.99,NC-17,1,2005-06-15 11:02:45,2005-06-17 07:14:45
193,Katie,Elliott,katie.elliott@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 09:31:50.996577,10,Aladdin Calendar,6,24.99,NC-17,2,2005-06-15 11:03:24,2005-06-20 10:54:24
548,Allan,Cornish,allan.cornish@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 09:36:05.996577,11,Alamo Videotape,6,16.99,G,2,2005-06-15 11:07:39,2005-06-22 05:55:39
539,Mathew,Bolin,mathew.bolin@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 09:40:05.996577,89,Borrowers Bedazzled,7,22.99,G,2,2005-06-15 11:11:39,2005-06-22 10:45:39
359,Willie,Markham,willie.markham@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 09:53:32.996577,255,Driving Polish,6,21.99,NC-17,1,2005-06-15 11:25:06,2005-06-17 16:10:06
587,Sergio,Stanfield,sergio.stanfield@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 09:57:43.996577,270,Earth Vision,7,29.99,NC-17,2,2005-06-15 11:29:17,2005-06-24 13:36:17
116,Victoria,Gibson,victoria.gibson@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 10:04:27.996577,309,Feud Frogmen,6,29.99,R,2,2005-06-15 11:36:01,2005-06-17 14:29:01
64,Judith,Cox,judith.cox@sakilacustomer.org,0,2006-02-14,0.99,2007-02-15 10:19:56.996577,374,Graffiti Love,3,29.99,PG,1,2005-06-15 11:51:30,2005-06-16 16:42:30
465,Floyd,Gandy,floyd.gandy@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 10:41:08.996577,873,Sweethearts Suspects,3,13.99,G,2,2005-06-15 12:12:42,2005-06-20 12:38:42
25,Deborah,Walker,deborah.walker@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 10:46:00.996577,268,Early Home,6,27.99,NC-17,2,2005-06-15 12:17:34,2005-06-19 07:40:34
162,Lauren,Hudson,lauren.hudson@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 10:50:22.996577,93,Brannigan Sunrise,4,27.99,PG,2,2005-06-15 12:21:56,2005-06-19 07:46:56
100,Robin,Hayes,robin.hayes@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 10:52:41.996577,56,Barefoot Manchurian,6,15.99,G,2,2005-06-15 12:24:15,2005-06-22 13:02:15
344,Henry,Billingsley,henry.billingsley@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 10:54:44.996577,738,Rocketeer Mother,3,27.99,PG-13,1,2005-06-15 12:26:18,2005-06-21 07:26:18
427,Jesus,Mccartney,jesus.mccartney@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 10:54:47.996577,968,Werewolf Lola,6,19.99,G,1,2005-06-15 12:26:21,2005-06-22 11:23:21
416,Jeffery,Pinson,jeffery.pinson@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 10:55:45.996577,522,Life Twisted,4,9.99,NC-17,2,2005-06-15 12:27:19,2005-06-21 16:57:19
585,Perry,Swafford,perry.swafford@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 10:58:07.996577,355,Ghostbusters Elf,7,18.99,R,2,2005-06-15 12:29:41,2005-06-22 12:45:41
585,Perry,Swafford,perry.swafford@sakilacustomer.org,1,2006-02-14,7.99,2007-02-15 11:08:18.996577,991,Worst Banger,4,26.99,PG,2,2005-06-15 12:39:52,2005-06-24 17:43:52
190,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 11:12:09.996577,83,Blues Instinct,5,18.99,G,1,2005-06-15 12:43:43,2005-06-16 09:55:43
196,Alma,Austin,alma.austin@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 11:13:56.996577,450,Idols Snatchers,5,29.99,NC-17,2,2005-06-15 12:45:30,2005-06-17 17:12:30
267,Margie,Wade,margie.wade@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 11:17:28.996577,251,Dragonfly Strangers,6,19.99,NC-17,1,2005-06-15 12:49:02,2005-06-17 15:20:02
484,Roberto,Vu,roberto.vu@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 11:19:29.996577,514,Lebowski Soldiers,6,17.99,PG-13,2,2005-06-15 12:51:03,2005-06-22 07:23:03
480,Corey,Hauser,corey.hauser@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 11:42:02.996577,595,Moon Bunch,7,20.99,PG,2,2005-06-15 13:13:36,2005-06-21 08:46:36
83,Louise,Jenkins,louise.jenkins@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 11:42:15.996577,285,English Bulworth,3,18.99,PG-13,2,2005-06-15 13:13:49,2005-06-23 13:08:49
499,Marc,Outlaw,marc.outlaw@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 11:42:25.996577,914,Trouble Date,6,13.99,PG,2,2005-06-15 13:13:59,2005-06-20 12:23:59
212,Wilma,Richards,wilma.richards@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 11:45:27.996577,291,Evolution Alter,5,10.99,PG-13,1,2005-06-15 13:17:01,2005-06-19 16:22:01
205,Eileen,Carr,eileen.carr@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 11:54:49.996577,494,Karate Moon,4,21.99,PG-13,2,2005-06-15 13:26:23,2005-06-23 14:12:23
442,Leroy,Bustamante,leroy.bustamante@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 11:57:14.996577,440,Hunger Roof,6,21.99,G,2,2005-06-15 13:28:48,2005-06-21 13:40:48
353,Jonathan,Scarborough,jonathan.scarborough@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 11:58:56.996577,690,Pond Seattle,7,25.99,PG-13,1,2005-06-15 13:30:30,2005-06-17 14:55:30
14,Betty,White,betty.white@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 12:00:41.996577,893,Titans Jerk,4,11.99,PG,2,2005-06-15 13:32:15,2005-06-18 10:59:15
115,Wendy,Harrison,wendy.harrison@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 12:06:04.996577,945,Virginian Pluto,5,22.99,R,2,2005-06-15 13:37:38,2005-06-19 17:08:38
98,Lillian,Griffin,lillian.griffin@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 12:21:58.996577,987,Words Hunter,3,13.99,PG,2,2005-06-15 13:53:32,2005-06-19 16:05:32
197,Sue,Peters,sue.peters@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 12:33:37.996577,168,Comancheros Enemy,5,23.99,R,1,2005-06-15 14:05:11,2005-06-17 19:53:11
400,Bryan,Hardison,bryan.hardison@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 12:33:58.996577,23,Anaconda Confessions,3,9.99,R,1,2005-06-15 14:05:32,2005-06-16 15:31:32
25,Deborah,Walker,deborah.walker@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 12:38:21.996577,835,Spy Mile,6,13.99,PG-13,1,2005-06-15 14:09:55,2005-06-19 18:11:55
576,Morris,Mccarter,morris.mccarter@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 12:49:26.996577,921,Uncut Suicides,7,29.99,PG-13,2,2005-06-15 14:21:00,2005-06-24 17:36:00
94,Norma,Gonzales,norma.gonzales@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 12:53:43.996577,329,Forrest Sons,4,15.99,R,2,2005-06-15 14:25:17,2005-06-21 19:15:17
222,Delores,Hansen,delores.hansen@sakilacustomer.org,1,2006-02-14,8.99,2007-02-15 12:56:13.996577,439,Hunchback Impossible,4,28.99,PG-13,1,2005-06-15 14:27:47,2005-06-23 18:07:47
221,Bessie,Morrison,bessie.morrison@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 12:57:40.996577,149,Christmas Moonshine,7,21.99,NC-17,1,2005-06-15 14:29:14,2005-06-16 13:01:14
396,Earl,Shanks,earl.shanks@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 12:59:31.996577,140,Cheaper Clyde,6,23.99,G,1,2005-06-15 14:31:05,2005-06-22 19:23:05
491,Rick,Mattox,rick.mattox@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 13:06:41.996577,166,Color Philadelphia,6,19.99,G,1,2005-06-15 14:38:15,2005-06-23 15:36:15
108,Tracy,Cole,tracy.cole@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 13:14:14.996577,818,Something Duck,4,17.99,NC-17,1,2005-06-15 14:45:48,2005-06-17 18:02:48
51,Alice,Stewart,alice.stewart@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 13:16:30.996577,64,Beethoven Exorcist,6,26.99,PG-13,2,2005-06-15 14:48:04,2005-06-22 09:48:04
120,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 13:18:20.996577,736,Robbery Bright,4,21.99,R,1,2005-06-15 14:49:54,2005-06-22 12:30:54
500,Reginald,Kinder,reginald.kinder@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 13:23:22.996577,777,Secretary Rouge,5,10.99,PG,1,2005-06-15 14:54:56,2005-06-21 14:48:56
215,Jessie,Banks,jessie.banks@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 13:27:32.996577,929,Usual Untouchables,5,21.99,PG-13,1,2005-06-15 14:59:06,2005-06-19 17:34:06
245,Courtney,Day,courtney.day@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 13:30:29.996577,747,Roxanne Rebel,5,9.99,R,2,2005-06-15 15:02:03,2005-06-22 14:54:03
253,Terry,Carlson,terry.carlson@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 13:31:41.996577,953,Wait Cider,3,9.99,PG-13,1,2005-06-15 15:03:15,2005-06-19 16:50:15
212,Wilma,Richards,wilma.richards@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 13:33:36.996577,176,Congeniality Quest,6,21.99,PG-13,2,2005-06-15 15:05:10,2005-06-18 12:11:10
158,Veronica,Stone,veronica.stone@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 13:41:36.996577,741,Roman Punk,7,28.99,NC-17,1,2005-06-15 15:13:10,2005-06-18 12:42:10
455,Jon,Wiles,jon.wiles@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 13:46:34.996577,688,Polish Brooklyn,6,12.99,PG,2,2005-06-15 15:18:08,2005-06-22 09:22:08
379,Carlos,Coughlin,carlos.coughlin@sakilacustomer.org,1,2006-02-14,8.99,2007-02-15 13:48:32.996577,284,Enemy Odds,5,23.99,NC-17,1,2005-06-15 15:20:06,2005-06-24 18:42:06
242,Glenda,Frazier,glenda.frazier@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 13:50:29.996577,922,Undefeated Dalmations,7,22.99,PG-13,2,2005-06-15 15:22:03,2005-06-18 18:11:03
396,Earl,Shanks,earl.shanks@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 13:56:49.996577,888,Thin Sagebrush,5,9.99,PG-13,1,2005-06-15 15:28:23,2005-06-18 18:37:23
500,Reginald,Kinder,reginald.kinder@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 14:17:07.996577,869,Suspects Quills,4,22.99,PG,1,2005-06-15 15:48:41,2005-06-22 17:51:41
472,Greg,Robins,greg.robins@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 14:17:27.996577,215,Dawn Pond,4,27.99,PG,1,2005-06-15 15:49:01,2005-06-19 11:08:01
254,Maxine,Silva,maxine.silva@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 14:34:55.996577,982,Women Dorado,4,23.99,R,2,2005-06-15 16:06:29,2005-06-19 13:11:29
460,Leon,Bostic,leon.bostic@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 14:40:53.996577,79,Blade Polish,5,10.99,PG-13,2,2005-06-15 16:12:27,2005-06-16 17:30:27
177,Samantha,Duncan,samantha.duncan@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 14:41:16.996577,608,Murder Antitrust,6,11.99,PG,2,2005-06-15 16:12:50,2005-06-19 10:40:50
252,Mattie,Hoffman,mattie.hoffman@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 14:49:30.996577,165,Coldblooded Darling,7,27.99,G,1,2005-06-15 16:21:04,2005-06-23 12:52:04
103,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 14:51:04.996577,226,Destiny Saturday,4,20.99,G,1,2005-06-15 16:22:38,2005-06-17 15:53:38
444,Marcus,Hidalgo,marcus.hidalgo@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 14:53:52.996577,397,Hanky October,5,26.99,NC-17,2,2005-06-15 16:25:26,2005-06-21 20:45:26
527,Cory,Meehan,cory.meehan@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 14:57:08.996577,962,Wasteland Divine,7,18.99,PG,1,2005-06-15 16:28:42,2005-06-16 12:11:42
469,Wesley,Bull,wesley.bull@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 14:58:17.996577,314,Fight Jawbreaker,3,13.99,R,1,2005-06-15 16:29:51,2005-06-18 14:06:51
571,Johnnie,Chisholm,johnnie.chisholm@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 14:58:22.996577,51,Balloon Homeward,5,10.99,NC-17,2,2005-06-15 16:29:56,2005-06-21 14:43:56
366,Brandon,Huey,brandon.huey@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 14:58:48.996577,890,Tights Dawn,5,14.99,R,1,2005-06-15 16:30:22,2005-06-21 11:07:22
381,Bobby,Boudreau,bobby.boudreau@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 14:59:34.996577,425,Holy Tadpole,6,20.99,R,2,2005-06-15 16:31:08,2005-06-24 19:31:08
546,Kelly,Knott,kelly.knott@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 15:00:25.996577,741,Roman Punk,7,28.99,NC-17,2,2005-06-15 16:31:59,2005-06-22 14:23:59
375,Aaron,Selby,aaron.selby@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 15:07:19.996577,609,Muscle Bright,7,23.99,G,2,2005-06-15 16:38:53,2005-06-16 20:37:53
243,Lydia,Burke,lydia.burke@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 15:09:52.996577,698,Princess Giant,3,29.99,NC-17,2,2005-06-15 16:41:26,2005-06-21 18:16:26
199,Beth,Franklin,beth.franklin@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 15:12:26.996577,685,Platoon Instinct,6,10.99,PG-13,2,2005-06-15 16:44:00,2005-06-21 11:22:00
89,Julia,Flores,julia.flores@sakilacustomer.org,1,2006-02-14,7.99,2007-02-15 15:13:33.996577,284,Enemy Odds,5,23.99,NC-17,2,2005-06-15 16:45:07,2005-06-23 14:01:07
396,Earl,Shanks,earl.shanks@sakilacustomer.org,1,2006-02-14,6.99,2007-02-15 15:26:24.996577,582,Miracle Virtual,3,19.99,PG-13,2,2005-06-15 16:57:58,2005-06-22 21:08:58
356,Gerald,Fultz,gerald.fultz@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 15:28:12.996577,176,Congeniality Quest,6,21.99,PG-13,1,2005-06-15 16:59:46,2005-06-21 16:38:46
520,Mitchell,Westmoreland,mitchell.westmoreland@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 15:34:02.996577,492,Jungle Closer,6,11.99,NC-17,1,2005-06-15 17:05:36,2005-06-21 14:05:36
166,Lynn,Payne,lynn.payne@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 15:38:14.996577,921,Uncut Suicides,7,29.99,PG-13,1,2005-06-15 17:09:48,2005-06-18 17:05:48
96,Diana,Alexander,diana.alexander@sakilacustomer.org,1,2006-02-14,7.99,2007-02-15 15:53:33.996577,791,Show Lord,3,24.99,PG-13,2,2005-06-15 17:25:07,2005-06-21 17:17:07
167,Sally,Pierce,sally.pierce@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 16:13:23.996577,835,Spy Mile,6,13.99,PG-13,2,2005-06-15 17:44:57,2005-06-22 20:53:57
570,Ivan,Cromwell,ivan.cromwell@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 16:14:17.996577,294,Expecations Natural,5,26.99,PG-13,2,2005-06-15 17:45:51,2005-06-19 14:00:51
591,Kent,Arsenault,kent.arsenault@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 16:19:53.996577,651,Packer Madigan,3,20.99,PG-13,2,2005-06-15 17:51:27,2005-06-18 23:20:27
255,Irma,Pearson,irma.pearson@sakilacustomer.org,1,2006-02-14,6.99,2007-02-15 16:24:40.996577,901,Tracy Cider,3,29.99,G,2,2005-06-15 17:56:14,2005-06-24 15:45:14
533,Jessie,Milam,jessie.milam@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 16:25:30.996577,532,Loser Hustler,5,28.99,PG,2,2005-06-15 17:57:04,2005-06-21 20:38:04
1,Mary,Smith,mary.smith@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 16:31:19.996577,228,Detective Vision,4,16.99,PG-13,2,2005-06-15 18:02:53,2005-06-19 15:54:53
592,Terrance,Roush,terrance.roush@sakilacustomer.org,0,2006-02-14,5.99,2007-02-15 16:36:38.996577,305,Fatal Haunted,6,24.99,PG,2,2005-06-15 18:08:12,2005-06-24 19:13:12
224,Pearl,Garza,pearl.garza@sakilacustomer.org,1,2006-02-14,7.99,2007-02-15 16:36:40.996577,197,Crusade Honey,4,27.99,R,1,2005-06-15 18:08:14,2005-06-24 23:16:14
108,Tracy,Cole,tracy.cole@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 16:42:12.996577,288,Escape Metropolis,7,20.99,R,2,2005-06-15 18:13:46,2005-06-18 22:50:46
363,Roy,Whiting,roy.whiting@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 16:44:50.996577,964,Waterfront Deliverance,4,17.99,G,2,2005-06-15 18:16:24,2005-06-18 22:15:24
100,Robin,Hayes,robin.hayes@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 16:45:54.996577,3,Adaptation Holes,7,18.99,NC-17,2,2005-06-15 18:17:28,2005-06-16 15:47:28
583,Marshall,Thorn,marshall.thorn@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 16:47:56.996577,807,Sleuth Orient,4,25.99,NC-17,1,2005-06-15 18:19:30,2005-06-22 23:05:30
362,Nicholas,Barfield,nicholas.barfield@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 16:52:36.996577,895,Tomorrow Hustler,3,21.99,R,1,2005-06-15 18:24:10,2005-06-18 16:30:10
194,Kristen,Chavez,kristen.chavez@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 16:53:21.996577,748,Rugrats Shakespeare,4,16.99,PG-13,1,2005-06-15 18:24:55,2005-06-16 12:26:55
438,Barry,Lovelace,barry.lovelace@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 16:54:55.996577,702,Pulp Beverly,4,12.99,G,1,2005-06-15 18:26:29,2005-06-21 17:33:29
88,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 16:58:26.996577,502,Knock Warlock,4,21.99,PG-13,1,2005-06-15 18:30:00,2005-06-16 15:14:00
544,Cody,Nolen,cody.nolen@sakilacustomer.org,1,2006-02-14,10.99,2007-02-15 16:59:12.996577,919,Tycoon Gathering,3,17.99,G,1,2005-06-15 18:30:46,2005-06-24 17:51:46
510,Ben,Easter,ben.easter@sakilacustomer.org,0,2006-02-14,5.99,2007-02-15 17:00:56.996577,608,Murder Antitrust,6,11.99,PG,2,2005-06-15 18:32:30,2005-06-24 12:44:30
584,Salvador,Teel,salvador.teel@sakilacustomer.org,1,2006-02-14,3.99,2007-02-15 17:04:06.996577,205,Dances None,3,22.99,NC-17,1,2005-06-15 18:35:40,2005-06-21 15:04:40
96,Diana,Alexander,diana.alexander@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 17:05:30.996577,718,Rebel Airport,7,24.99,G,2,2005-06-15 18:37:04,2005-06-20 12:56:04
82,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 17:07:17.996577,395,Handicap Boondock,4,28.99,R,1,2005-06-15 18:38:51,2005-06-17 23:50:51
589,Tracy,Herrmann,tracy.herrmann@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 17:13:58.996577,693,Potter Connecticut,5,16.99,PG,1,2005-06-15 18:45:32,2005-06-22 15:57:32
26,Jessica,Hall,jessica.hall@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 17:21:40.996577,641,Orange Grapes,4,21.99,PG-13,2,2005-06-15 18:53:14,2005-06-24 15:28:14
444,Marcus,Hidalgo,marcus.hidalgo@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 17:22:47.996577,454,Impact Aladdin,6,20.99,PG-13,1,2005-06-15 18:54:21,2005-06-22 22:48:21
122,Thelma,Murray,thelma.murray@sakilacustomer.org,1,2006-02-14,7.99,2007-02-15 17:24:00.996577,854,Strangers Graffiti,4,22.99,R,2,2005-06-15 18:55:34,2005-06-22 20:41:34
435,Ricky,Shelby,ricky.shelby@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 17:26:17.996577,545,Madness Attacks,4,14.99,PG-13,1,2005-06-15 18:57:51,2005-06-18 14:18:51
539,Mathew,Bolin,mathew.bolin@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 17:36:42.996577,287,Entrapment Satisfaction,5,19.99,R,2,2005-06-15 19:08:16,2005-06-24 15:20:16
537,Clinton,Buford,clinton.buford@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 17:38:33.996577,700,Prix Undefeated,4,13.99,R,2,2005-06-15 19:10:07,2005-06-19 20:27:07
506,Leslie,Seward,leslie.seward@sakilacustomer.org,1,2006-02-14,6.99,2007-02-15 17:42:11.996577,433,Horn Working,4,23.99,PG,2,2005-06-15 19:13:45,2005-06-23 19:43:45
471,Dean,Sauer,dean.sauer@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 17:42:17.996577,219,Deep Crusade,6,20.99,PG-13,1,2005-06-15 19:13:51,2005-06-21 22:56:51
246,Marian,Mendoza,marian.mendoza@sakilacustomer.org,1,2006-02-14,1.99,2007-02-15 17:45:42.996577,610,Music Boondock,7,17.99,R,2,2005-06-15 19:17:16,2005-06-23 21:56:16
471,Dean,Sauer,dean.sauer@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 17:47:42.996577,333,Freaky Pocus,7,16.99,R,2,2005-06-15 19:19:16,2005-06-18 15:24:16
18,Carol,Garcia,carol.garcia@sakilacustomer.org,1,2006-02-14,5.99,2007-02-15 17:58:44.996577,778,Secrets Paradise,3,24.99,G,1,2005-06-15 19:30:18,2005-06-19 19:22:18
243,Lydia,Burke,lydia.burke@sakilacustomer.org,1,2006-02-14,0.99,2007-02-15 18:01:18.996577,948,Voice Peach,6,22.99,PG-13,1,2005-06-15 19:32:52,2005-06-16 13:45:52
457,Bill,Gavin,bill.gavin@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 18:05:05.996577,721,Reds Pocus,7,23.99,PG-13,1,2005-06-15 19:36:39,2005-06-19 00:16:39
358,Samuel,Marlow,samuel.marlow@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 18:19:32.996577,474,Jade Bunch,6,21.99,NC-17,2,2005-06-15 19:51:06,2005-06-18 21:54:06
590,Seth,Hannon,seth.hannon@sakilacustomer.org,1,2006-02-14,7.99,2007-02-15 18:28:37.996577,137,Charade Duffel,3,21.99,PG,2,2005-06-15 20:00:11,2005-06-23 18:03:11
345,Carl,Artis,carl.artis@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 18:34:15.996577,159,Closer Bang,5,12.99,R,2,2005-06-15 20:05:49,2005-06-19 15:35:49
178,Marion,Snyder,marion.snyder@sakilacustomer.org,1,2006-02-14,6.99,2007-02-15 18:52:31.996577,775,Seattle Expecations,4,18.99,PG-13,2,2005-06-15 20:24:05,2005-06-21 01:22:05
218,Vera,Mccoy,vera.mccoy@sakilacustomer.org,1,2006-02-14,2.99,2007-02-15 18:54:19.996577,406,Haunting Pianist,5,22.99,R,2,2005-06-15 20:25:53,2005-06-22 23:34:53
565,Jaime,Nettles,jaime.nettles@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 18:55:28.996577,307,Fellowship Autumn,6,9.99,NC-17,2,2005-06-15 20:27:02,2005-06-16 16:21:02
216,Natalie,Meyer,natalie.meyer@sakilacustomer.org,1,2006-02-14,6.99,2007-02-15 19:00:34.996577,979,Witches Panic,6,10.99,NC-17,1,2005-06-15 20:32:08,2005-06-23 01:08:08
187,Brittany,Riley,brittany.riley@sakilacustomer.org,1,2006-02-14,4.99,2007-02-15 19:06:06.996577,141,Chicago North,6,11.99,PG-13,2,2005-06-15 20:37:40,2005-06-18 19:36:40
